epoch,accuracy,auc,loss,lr,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
11,0.2276785671710968,0.5368424654006958,0.44555458426475525,1e-05,0.23657143115997314,0.1369047611951828,0.2574906349182129,0.601394534111023,0.2948499023914337,0.30000001192092896,0.09831460565328598
12,0.2326388955116272,0.5473493933677673,0.4052412211894989,1e-05,0.2530086040496826,0.14599867165088654,0.29494380950927734,0.6600362062454224,0.24430927634239197,0.3624161183834076,0.05056179687380791
13,0.23495370149612427,0.5486957430839539,0.40693116188049316,1e-05,0.2470196783542633,0.1473214328289032,0.27902621030807495,0.6644721627235413,0.2432120144367218,0.35428571701049805,0.058052435517311096
14,0.244047611951828,0.5629597306251526,0.3611356019973755,1e-05,0.26213034987449646,0.15095899999141693,0.23595505952835083,0.559685230255127,0.31776902079582214,0.3445945978164673,0.09550561755895615
15,0.2326388955116272,0.557120144367218,0.3647199273109436,1e-05,0.24205660820007324,0.13855819404125214,0.17134831845760345,0.42168450355529785,0.4099227786064148,0.35766422748565674,0.04588015004992485
16,0.24338623881340027,0.569796085357666,0.3450808525085449,1e-05,0.27385658025741577,0.16038359701633453,0.25374531745910645,0.6128259897232056,0.30364474654197693,0.30255404114723206,0.14419475197792053
17,0.23974867165088654,0.5625442862510681,0.35160231590270996,1e-05,0.2572815418243408,0.14897486567497253,0.3333333432674408,0.6998418569564819,0.29351818561553955,0.3976608216762543,0.1910112351179123
18,0.24619708955287933,0.5717733502388,0.3388398289680481,1e-05,0.271506130695343,0.15707671642303467,0.24531835317611694,0.6439051032066345,0.27817726135253906,0.27040815353393555,0.09925093501806259
19,0.25132274627685547,0.5846405029296875,0.3203881084918976,5e-06,0.2909418046474457,0.16038359701633453,0.25280898809432983,0.6566607356071472,0.27468132972717285,0.3044397532939911,0.13483145833015442
